,player_id,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,link,name,headlines
497,8469770,Dennis,Wideman,CAN,Kitchener,D,1983-03-20,/api/v1/people/8469770,Dennis Wideman,4
498,8468846,Tyler,Sloan,CAN,Calgary,D,1981-03-15,/api/v1/people/8468846,Tyler Sloan,2
499,8465059,Matt,Bradley,CAN,Stittsville,RW,1978-06-13,/api/v1/people/8465059,Matt Bradley,2
500,8473913,Sean,Collins,USA,Troy,D,1983-10-30,/api/v1/people/8473913,Sean Collins,4
501,8473911,Steven,Pinizzotto,CAN,Mississauga,RW,1984-04-26,/api/v1/people/8473911,Steven Pinizzotto,2
502,8471214,Alex,Ovechkin,RUS,Moscow,LW,1985-09-17,/api/v1/people/8471214,Alex Ovechkin,70
503,8474651,Braden,Holtby,CAN,Lloydminster,G,1989-09-16,/api/v1/people/8474651,Braden Holtby,10
504,8473563,Nicklas,Backstrom,SWE,Gävle,C,1987-11-23,/api/v1/people/8473563,Nicklas Backstrom,30
505,8471780,Patrick,McNeill,CAN,Strathroy,D,1987-03-17,/api/v1/people/8471780,Patrick McNeill,2
506,8470294,DJ,King,CAN,Meadow Lake,LW,1984-06-27,/api/v1/people/8470294,DJ King,302
507,8474291,Jay,Beagle,CAN,Calgary,C,1985-10-16,/api/v1/people/8474291,Jay Beagle,4
508,8473607,Michal,Neuvirth,CZE,Ústí nad Labem,G,1988-03-23,/api/v1/people/8473607,Michal Neuvirth,2
509,8458590,Mike,Knuble,USA,Toronto,RW,1972-07-04,/api/v1/people/8458590,Mike Knuble,2
510,8466251,Jason,Chimera,CAN,Edmonton,LW,1979-05-02,/api/v1/people/8466251,Jason Chimera,2
511,8470611,Eric,Fehr,CAN,Winkler,C,1985-09-07,/api/v1/people/8470611,Eric Fehr,2
512,8475149,Marcus,Johansson,SWE,Landskrona,LW,1990-10-06,/api/v1/people/8475149,Marcus Johansson,4
513,8473936,Kirk,MacDonald,CAN,Victoria,LW,1983-12-18,/api/v1/people/8473936,Kirk MacDonald,4
514,8475683,Sergei,Bobrovsky,RUS,Novokuznetsk,G,1988-09-20,/api/v1/people/8475683,Sergei Bobrovsky,28
515,8474551,Ville,Leino,FIN,Savonlinna,LW,1983-10-06,/api/v1/people/8474551,Ville Leino,2
516,8475283,Lane,MacDermid,USA,Hartford,LW,1989-08-25,/api/v1/people/8475283,Lane MacDermid,2
517,8467408,Matt,Walker,CAN,Beaverlodge,D,1980-04-07,/api/v1/people/8467408,Matt Walker,6
518,8475080,Johan,Backlund,SWE,Skellefteå,G,1981-07-24,/api/v1/people/8475080,Johan Backlund,4
519,8474636,Michael,Hutchinson,CAN,Barrie,G,1990-03-02,/api/v1/people/8474636,Michael Hutchinson,12
520,8467361,Blair,Betts,CAN,Edmonton,C,1980-02-16,/api/v1/people/8467361,Blair Betts,2
521,8459424,Chris,Pronger,CAN,Dryden,D,1974-10-10,/api/v1/people/8459424,Chris Pronger,2
522,8470597,Nikolay,Zherdev,RUS,Kiev,RW,1984-11-05,/api/v1/people/8470597,Nikolay Zherdev,2
523,8470996,Danny,Syvret,CAN,Millgrove,D,1985-06-13,/api/v1/people/8470996,Danny Syvret,2
524,8474163,Kevin,Marshall,CAN,Boucherville,D,1989-03-10,/api/v1/people/8474163,Kevin Marshall,2
525,8473550,Andrew,Bodnarchuk,CAN,Drumheller,D,1988-07-11,/api/v1/people/8473550,Andrew Bodnarchuk,2
526,8474045,Zach,Hamill,CAN,Vancouver,C,1988-09-23,/api/v1/people/8474045,Zach Hamill,2
527,8466145,Nick,Boynton,CAN,Nobleton,D,1979-01-14,/api/v1/people/8466145,Nick Boynton,2
528,8473556,Yury,Alexandrov,RUS,Cherepovets,D,1988-06-24,/api/v1/people/8473556,Yury Alexandrov,2
529,8475614,Mike,Testwuide,USA,Vail,RW,1987-02-05,/api/v1/people/8475614,Mike Testwuide,2
530,8458637,Sean,O'Donnell,CAN,Ottawa,D,1971-10-13,/api/v1/people/8458637,Sean O'Donnell,2
531,8467905,Michael,Ryan,USA,Boston,C,1980-05-16,/api/v1/people/8467905,Michael Ryan,6
532,8462052,Brian,Boucher,USA,Woonsocket,G,1977-01-02,/api/v1/people/8462052,Brian Boucher,4
533,8471346,Kris,Versteeg,CAN,Lethbridge,RW,1986-05-13,/api/v1/people/8471346,Kris Versteeg,2
534,8473568,Andreas,Nodl,AUT,Vienna,RW,1987-02-28,/api/v1/people/8473568,Andreas Nodl,2
535,8476406,Nick,Shore,USA,Denver,C,1992-09-26,/api/v1/people/8476406,Nick Shore,8
536,8467890,Barret,Jackman,CAN,Trail,D,1981-03-05,/api/v1/people/8467890,Barret Jackman,2
537,8473534,Patrik,Berglund,SWE,Västerås,C,1988-06-02,/api/v1/people/8473534,Patrik Berglund,8
538,8471710,Taylor,Chorney,USA,Thunder Bay,D,1987-04-27,/api/v1/people/8471710,Taylor Chorney,2
539,8474031,Kevin,Shattenkirk,USA,New Rochelle,D,1989-01-29,/api/v1/people/8474031,Kevin Shattenkirk,4
540,8474596,Jake,Allen,CAN,Fredericton,G,1990-08-07,/api/v1/people/8474596,Jake Allen,12
541,8469480,Jeff,Woywitka,CAN,Vermilion,D,1983-09-01,/api/v1/people/8469480,Jeff Woywitka,2
542,8470151,Jay,Bouwmeester,CAN,Edmonton,D,1983-09-27,/api/v1/people/8470151,Jay Bouwmeester,2
543,8469685,Andrew,Murray,CAN,Selkirk,C,1981-11-06,/api/v1/people/8469685,Andrew Murray,12
544,8471729,Kris,Russell,CAN,Caroline,D,1987-05-02,/api/v1/people/8471729,Kris Russell,2
545,8475768,Jaden,Schwartz,CAN,Wilcox,LW,1992-06-25,/api/v1/people/8475768,Jaden Schwartz,8
546,8470871,Chris,Porter,CAN,Toronto,LW,1984-05-29,/api/v1/people/8470871,Chris Porter,2
547,8475765,Vladimir,Tarasenko,RUS,Yaroslavl,RW,1991-12-13,/api/v1/people/8475765,Vladimir Tarasenko,16
548,8474634,Evgeny,Grachev,RUS,Khabarovsk,C,1990-02-21,/api/v1/people/8474634,Evgeny Grachev,2
549,8471490,Adam,Cracknell,CAN,Prince Albert,RW,1985-07-15,/api/v1/people/8471490,Adam Cracknell,2
550,8467917,Jordan,Leopold,USA,Golden Valley,D,1980-08-03,/api/v1/people/8467917,Jordan Leopold,2
551,8471817,Ryan,Reaves,CAN,Winnipeg,RW,1987-01-20,/api/v1/people/8471817,Ryan Reaves,4
552,8470880,Brian,Elliott,CAN,Newmarket,G,1985-04-09,/api/v1/people/8470880,Brian Elliott,2
553,8474565,Alex,Pietrangelo,CAN,King City,D,1990-01-18,/api/v1/people/8474565,Alex Pietrangelo,2
554,8471698,T.J.,Oshie,USA,Everett,RW,1986-12-23,/api/v1/people/8471698,T.J. Oshie,8
555,8473485,Chris,Stewart,CAN,Toronto,RW,1987-10-30,/api/v1/people/8473485,Chris Stewart,2
556,8474013,Ian,Cole,USA,Ann Arbor,D,1989-02-21,/api/v1/people/8474013,Ian Cole,2
557,8468434,Andy,McDonald,CAN,Strathroy,LW,1977-08-25,/api/v1/people/8468434,Andy McDonald,4
558,8467344,Robyn,Regehr,CAN,Recife,D,1980-04-19,/api/v1/people/8467344,Robyn Regehr,2
559,8475825,Jani,Hakanpaa,FIN,Kirkkonummi,D,1992-03-31,/api/v1/people/8475825,Jani Hakanpaa,2
560,8470655,David,Backes,USA,Minneapolis,RW,1984-05-01,/api/v1/people/8470655,David Backes,8
561,8476436,Dmitrij,Jaskin,CZE,Omsk,RW,1993-03-23,/api/v1/people/8476436,Dmitrij Jaskin,2
562,8470257,Alexander,Steen,SWE,Winnipeg,LW,1984-03-01,/api/v1/people/8470257,Alexander Steen,4
563,8471743,Vladimir,Sobotka,CZE,Trebic,C,1987-07-02,/api/v1/people/8471743,Vladimir Sobotka,2
564,8471392,Roman,Polak,CZE,Ostrava,D,1986-04-28,/api/v1/people/8471392,Roman Polak,2
565,8474184,Keaton,Ellerby,CAN,Strathmore,D,1988-11-05,/api/v1/people/8474184,Keaton Ellerby,2
566,8474102,David,Perron,CAN,Sherbrooke,LW,1988-05-28,/api/v1/people/8474102,David Perron,6
567,8475234,J-F,Berube,CAN,Repentigny,G,1991-07-13,/api/v1/people/8475234,J-F Berube,4
568,8474626,Robert,Czarnik,USA,Detroit,C,1990-01-25,/api/v1/people/8474626,Robert Czarnik,4
569,8476772,Brian,O'Neill,USA,Yardley,RW,1988-06-01,/api/v1/people/8476772,Brian O'Neill,2
570,8475295,Brandon,Kozun,USA,Los Angeles,RW,1990-03-08,/api/v1/people/8475295,Brandon Kozun,2
571,8475738,Jordan,Weal,CAN,North Vancouver,C,1992-04-15,/api/v1/people/8475738,Jordan Weal,4
572,8476871,Tanner,Pearson,CAN,Kitchener,LW,1992-08-10,/api/v1/people/8476871,Tanner Pearson,6
573,8475235,Nicolas,Deslauriers,CAN,LaSalle,LW,1991-02-22,/api/v1/people/8475235,Nicolas Deslauriers,4
574,8471476,Daniel,Winnik,CAN,Toronto,LW,1985-03-06,/api/v1/people/8471476,Daniel Winnik,2
575,8470860,Jaroslav,Halak,SVK,Bratislava,G,1985-05-13,/api/v1/people/8470860,Jaroslav Halak,18
576,8468213,Jim,Vandermeer,CAN,Caroline,D,1980-02-21,/api/v1/people/8468213,Jim Vandermeer,2
577,8474001,TJ,Galiardi,CAN,Calgary,LW,1988-04-22,/api/v1/people/8474001,TJ Galiardi,2
578,8470647,B.J.,Crombeen,USA,Denver,RW,1985-07-10,/api/v1/people/8470647,B.J. Crombeen,2
579,8459457,Jamie,Langenbrunner,USA,Cloquet,RW,1975-07-24,/api/v1/people/8459457,Jamie Langenbrunner,2
580,8471851,Matt,D'Agostini,CAN,Sault Ste. Marie,RW,1986-10-23,/api/v1/people/8471851,Matt D'Agostini,2
581,8468515,Brad,Winchester,USA,Madison,LW,1981-03-01,/api/v1/people/8468515,Brad Winchester,2
582,8465005,Colin,White,CAN,New Glasgow,D,1977-12-12,/api/v1/people/8465005,Colin White,106
583,8470613,Brent,Burns,CAN,Barrie,D,1985-03-09,/api/v1/people/8470613,Brent Burns,12
584,8467899,Martin,Havlat,CZE,Mlada Boleslav,RW,1981-04-19,/api/v1/people/8467899,Martin Havlat,2
585,8471842,Tim,Kennedy,USA,Buffalo,LW,1986-04-30,/api/v1/people/8471842,Tim Kennedy,2
586,8471774,Alex,Stalock,USA,St. Paul,G,1987-07-28,/api/v1/people/8471774,Alex Stalock,4
587,8474531,Mike,Moore,CAN,Lloydminster,D,1984-12-12,/api/v1/people/8474531,Mike Moore,20
588,8471677,Jack,Johnson,USA,Indianapolis,D,1987-01-13,/api/v1/people/8471677,Jack Johnson,12
589,8460496,Ryan,Smyth,CAN,Banff,LW,1976-02-21,/api/v1/people/8460496,Ryan Smyth,8
590,8474114,Oscar,Moller,SWE,Stockholm,RW,1989-01-22,/api/v1/people/8474114,Oscar Moller,2
591,8467511,Antero,Niittymaki,FIN,Turku,G,1980-06-18,/api/v1/people/8467511,Antero Niittymaki,2
592,8471386,Scott,Parse,USA,Portage,LW,1984-09-05,/api/v1/people/8471386,Scott Parse,2
593,8468700,Paul,Gaustad,USA,Fargo,C,1982-02-03,/api/v1/people/8468700,Paul Gaustad,2
594,8472368,Chris,Conner,USA,Westland,RW,1983-12-23,/api/v1/people/8472368,Chris Conner,2
595,8459628,Hal,Gill,USA,Concord,D,1975-04-06,/api/v1/people/8459628,Hal Gill,10
596,8474519,Jack,Hillen,USA,Minnetonka,D,1986-01-24,/api/v1/people/8474519,Jack Hillen,2
597,8475772,Riley,Sheahan,CAN,St. Catharines,C,1991-12-07,/api/v1/people/8475772,Riley Sheahan,2
598,8471450,Brandon,Yip,CAN,Vancouver,RW,1985-04-25,/api/v1/people/8471450,Brandon Yip,2
599,8475176,Ryan,Ellis,CAN,Hamilton,D,1991-01-03,/api/v1/people/8475176,Ryan Ellis,2
600,8469732,Joey,MacDonald,CAN,Pictou,G,1980-02-07,/api/v1/people/8469732,Joey MacDonald,4
601,8470603,Andrei,Kostitsyn,BLR,Novopolotsk,LW,1985-02-03,/api/v1/people/8470603,Andrei Kostitsyn,2
602,8474600,Roman,Josi,CHE,Bern,D,1990-06-01,/api/v1/people/8474600,Roman Josi,4
603,8475268,Gabriel,Bourque,CAN,Rimouski,LW,1990-09-23,/api/v1/people/8475268,Gabriel Bourque,2
604,8475225,Craig,Smith,USA,Madison,RW,1989-09-05,/api/v1/people/8475225,Craig Smith,24
605,8471228,Alexander,Radulov,RUS,Nizhny Tagil,RW,1986-07-05,/api/v1/people/8471228,Alexander Radulov,14
606,8467977,Brian,McGrattan,CAN,Hamilton,RW,1981-09-02,/api/v1/people/8467977,Brian McGrattan,2
607,8474552,Fabian,Brunnstrom,SWE,Jonstorp,LW,1985-02-06,/api/v1/people/8474552,Fabian Brunnstrom,2
608,8474591,Tom,McCollum,USA,Amherst,G,1989-12-07,/api/v1/people/8474591,Tom McCollum,2
609,8475802,Louis-Marc,Aubry,CAN,Arthabaska,C,1991-11-11,/api/v1/people/8475802,Louis-Marc Aubry,2
610,8474873,Brian,Lashoff,USA,Albany,D,1990-07-16,/api/v1/people/8474873,Brian Lashoff,2
611,8474874,Travis,Ehrhardt,CAN,Calgary,D,1989-04-12,/api/v1/people/8474874,Travis Ehrhardt,2
612,8468090,Garnet,Exelby,CAN,Craik,D,1981-08-16,/api/v1/people/8468090,Garnet Exelby,2
613,8474815,Francis,Pare,CAN,Lemoyne,C,1987-06-30,/api/v1/people/8474815,Francis Pare,4
614,8467332,Bryan,Allen,CAN,Kingston,D,1980-08-21,/api/v1/people/8467332,Bryan Allen,12
615,8462041,Radek,Dvorak,CZE,Tabor,RW,1977-03-09,/api/v1/people/8462041,Radek Dvorak,6
616,8475758,Devante,Smith-Pelly,CAN,Scarborough,RW,1992-06-14,/api/v1/people/8475758,Devante Smith-Pelly,6
617,8473972,Jonas,Hiller,CHE,Felben Wellhausen,G,1982-02-12,/api/v1/people/8473972,Jonas Hiller,2
618,8473933,Ben,Lovejoy,USA,Concord,D,1984-02-20,/api/v1/people/8473933,Ben Lovejoy,2
619,8471676,Bobby,Ryan,USA,Cherry Hill,RW,1987-03-17,/api/v1/people/8471676,Bobby Ryan,6
620,8470621,Corey,Perry,CAN,Peterborough,RW,1985-05-16,/api/v1/people/8470621,Corey Perry,4
621,8472370,Jordan,Hendry,CAN,Lanigan,D,1984-02-23,/api/v1/people/8472370,Jordan Hendry,2
622,8475883,Frederik,Andersen,DNK,Herning,G,1989-10-02,/api/v1/people/8475883,Frederik Andersen,8
623,8475162,Mat,Clark,USA,Wheat Ridge,D,1990-10-17,/api/v1/people/8475162,Mat Clark,2
624,8469483,David,Steckel,USA,Milwaukee,C,1982-03-15,/api/v1/people/8469483,David Steckel,2
625,8474034,Patrick,Maroon,USA,St. Louis,LW,1988-04-23,/api/v1/people/8474034,Patrick Maroon,6
626,8467400,Francois,Beauchemin,CAN,Sorel,D,1980-06-04,/api/v1/people/8467400,Francois Beauchemin,2
627,8470317,Nate,Guenin,USA,Aliquippa,D,1982-12-10,/api/v1/people/8470317,Nate Guenin,2
628,8468695,Matthew,Lombardi,CAN,Montreal,C,1982-03-18,/api/v1/people/8468695,Matthew Lombardi,4
629,8471521,Brad,Staubitz,CAN,Edmonton,RW,1984-07-28,/api/v1/people/8471521,Brad Staubitz,2
630,8475764,Cam,Fowler,USA,Windsor,D,1991-12-05,/api/v1/people/8475764,Cam Fowler,4
631,8476854,Hampus,Lindholm,SWE,Helsingborg,D,1994-01-20,/api/v1/people/8476854,Hampus Lindholm,10
632,8476384,Max,Friberg,SWE,Skovde,RW,1992-11-20,/api/v1/people/8476384,Max Friberg,2
633,8475770,Emerson,Etem,USA,Long Beach,RW,1992-06-16,/api/v1/people/8475770,Emerson Etem,2
634,8460561,Sheldon,Souray,CAN,Elk Point,D,1976-07-13,/api/v1/people/8460561,Sheldon Souray,2
635,8474009,Nick,Bonino,USA,Hartford,C,1988-04-20,/api/v1/people/8474009,Nick Bonino,2
636,8471699,Andrew,Cogliano,CAN,Toronto,LW,1987-06-14,/api/v1/people/8471699,Andrew Cogliano,6
637,8475222,Sami,Vatanen,FIN,Jyväskylä,D,1991-06-03,/api/v1/people/8475222,Sami Vatanen,2
638,8476434,John,Gibson,USA,Pittsburgh,G,1993-07-14,/api/v1/people/8476434,John Gibson,16
639,8475180,Peter,Holland,CAN,Toronto,C,1991-01-14,/api/v1/people/8475180,Peter Holland,2
640,8459442,Saku,Koivu,FIN,Turku,C,1974-11-23,/api/v1/people/8459442,Saku Koivu,2
641,8465042,Toni,Lydman,FIN,Lahti,D,1977-09-25,/api/v1/people/8465042,Toni Lydman,2
642,8457981,Teemu,Selanne,FIN,Helsinki,RW,1970-07-03,/api/v1/people/8457981,Teemu Selanne,2
643,8470612,Ryan,Getzlaf,CAN,Regina,C,1985-05-10,/api/v1/people/8470612,Ryan Getzlaf,6
644,8474579,Luca,Sbisa,CHE,Ozieri,D,1990-01-30,/api/v1/people/8474579,Luca Sbisa,2
645,8473492,Matt,Beleskey,CAN,Windsor,LW,1988-06-07,/api/v1/people/8473492,Matt Beleskey,2
646,8477215,Danny,DeKeyser,USA,Detroit,D,1990-03-07,/api/v1/people/8477215,Danny DeKeyser,4
647,8475151,Kyle,Palmieri,USA,Smithtown,RW,1991-02-01,/api/v1/people/8475151,Kyle Palmieri,16
648,8476483,Rickard,Rakell,SWE,Sundbyberg,C,1993-05-05,/api/v1/people/8476483,Rickard Rakell,12
649,8475251,Igor,Bobkov,RUS,Surgut,G,1991-01-02,/api/v1/people/8475251,Igor Bobkov,2
650,8471428,Pierre-Luc,Letourneau-Leblond,CAN,Levis,RW,1985-06-04,/api/v1/people/8471428,Pierre-Luc Letourneau-Leblond,2
651,8466285,Brian,Campbell,CAN,Strathroy,D,1979-05-23,/api/v1/people/8466285,Brian Campbell,10
652,8458543,Jassen,Cullimore,CAN,Simcoe,D,1972-12-04,/api/v1/people/8458543,Jassen Cullimore,2
653,8460527,Ryan,Johnson,CAN,Thunder Bay,C,1976-06-14,/api/v1/people/8460527,Ryan Johnson,12
654,8470084,Hannu,Toivonen,FIN,Kalvola,G,1984-05-18,/api/v1/people/8470084,Hannu Toivonen,2
655,8470329,Chris,Campoli,CAN,Mississauga,D,1984-07-09,/api/v1/people/8470329,Chris Campoli,2
656,8465170,Fernando,Pisani,CAN,Edmonton,RW,1976-12-27,/api/v1/people/8465170,Fernando Pisani,2
657,8468518,Tomas,Kopecky,SVK,Ilava,RW,1982-02-05,/api/v1/people/8468518,Tomas Kopecky,2
658,8468510,Jeff,Taffe,USA,Hastings,LW,1981-02-19,/api/v1/people/8468510,Jeff Taffe,2
659,8471426,Troy,Brouwer,CAN,Vancouver,RW,1985-08-17,/api/v1/people/8471426,Troy Brouwer,4
660,8473722,John,Scott,CAN,Edmonton,LW,1982-09-26,/api/v1/people/8473722,John Scott,4
661,8475095,Alec,Richards,USA,Robbinsdale,G,1987-06-29,/api/v1/people/8475095,Alec Richards,6
662,8475074,Brian,Connelly,USA,Bloomington,D,1986-06-10,/api/v1/people/8475074,Brian Connelly,4
663,8473970,Rob,Klinkhammer,CAN,Lethbridge,LW,1986-08-12,/api/v1/people/8473970,Rob Klinkhammer,2
664,8471239,Cory,Schneider,USA,Marblehead,G,1986-03-18,/api/v1/people/8471239,Cory Schneider,6
665,8474628,Michael,Stone,CAN,Winnipeg,D,1990-06-07,/api/v1/people/8474628,Michael Stone,36
666,8475839,Louis,Domingue,CAN,St-Hyacinthe,G,1992-03-06,/api/v1/people/8475839,Louis Domingue,6
667,8471232,Lauri,Korpikoski,FIN,Turku,LW,1986-07-28,/api/v1/people/8471232,Lauri Korpikoski,2
668,8476206,Andy,Miele,USA,Grosse Pointe Woods,C,1988-04-15,/api/v1/people/8476206,Andy Miele,2
669,8474107,Maxim,Goncharov,RUS,Moscow,D,1989-06-15,/api/v1/people/8474107,Maxim Goncharov,2
670,8471680,Gilbert,Brule,CAN,Edmonton,C,1987-01-01,/api/v1/people/8471680,Gilbert Brule,2
671,8462036,Daymond,Langkow,CAN,Edmonton,C,1976-09-27,/api/v1/people/8462036,Daymond Langkow,2
672,8462038,Shane,Doan,CAN,Halkirk,RW,1976-10-10,/api/v1/people/8462038,Shane Doan,2
673,8468535,Antoine,Vermette,CAN,St. Agapit,C,1982-07-20,/api/v1/people/8468535,Antoine Vermette,8
674,8470713,Paul,Bissonnette,CAN,Welland,LW,1985-03-11,/api/v1/people/8470713,Paul Bissonnette,2
675,8470719,Alexandre,Bolduc,CAN,Montreal,C,1985-06-26,/api/v1/people/8470719,Alexandre Bolduc,2
676,8473589,Chris,Summers,USA,Ann Arbor,D,1988-02-05,/api/v1/people/8473589,Chris Summers,2
677,8458537,Ray,Whitney,CAN,Fort Saskatchewan,LW,1972-05-08,/api/v1/people/8458537,Ray Whitney,2
678,8473673,David,Schlemko,CAN,Edmonton,D,1987-05-07,/api/v1/people/8473673,David Schlemko,2
679,8471691,Martin,Hanzal,CZE,Pisek,C,1987-02-20,/api/v1/people/8471691,Martin Hanzal,4
680,8464966,Derek,Morris,CAN,Edmonton,D,1978-08-24,/api/v1/people/8464966,Derek Morris,6
681,8475171,Oliver,Ekman-Larsson,SWE,Karlskrona,D,1991-07-17,/api/v1/people/8475171,Oliver Ekman-Larsson,4
682,8459053,Adrian,Aucoin,CAN,Ottawa,D,1973-07-03,/api/v1/people/8459053,Adrian Aucoin,2
683,8471735,Keith,Yandle,USA,Boston,D,1986-09-09,/api/v1/people/8471735,Keith Yandle,2
684,8468484,Rostislav,Klesla,CZE,Novy Jicin,D,1982-03-21,/api/v1/people/8468484,Rostislav Klesla,2
685,8468085,Radim,Vrbata,CZE,Mlada Boleslav,RW,1981-06-13,/api/v1/people/8468085,Radim Vrbata,2
686,8474720,Brett,Hextall,USA,Philadelphia,C,1988-04-02,/api/v1/people/8474720,Brett Hextall,2
687,8475216,Ethan,Werek,CAN,Markham,C,1991-06-07,/api/v1/people/8475216,Ethan Werek,2
688,8475224,Jordan,Szwarz,CAN,Burlington,RW,1991-05-14,/api/v1/people/8475224,Jordan Szwarz,2
689,8476473,Connor,Murphy,USA,Dublin,D,1993-03-26,/api/v1/people/8476473,Connor Murphy,4
690,8474571,Mikkel,Boedker,DNK,Brondby,LW,1989-12-16,/api/v1/people/8474571,Mikkel Boedker,4
691,8475182,David,Rundblad,SWE,Lycksele,D,1990-10-08,/api/v1/people/8475182,David Rundblad,2
692,8474050,Brett,MacLean,CAN,London,LW,1988-12-24,/api/v1/people/8474050,Brett MacLean,2
693,8471821,Matt,Watkins,CAN,Aylesbury,RW,1986-11-22,/api/v1/people/8471821,Matt Watkins,2
694,8471302,Justin,Pogge,CAN,Fort McMurray,G,1986-04-22,/api/v1/people/8471302,Justin Pogge,2
695,8471231,Kyle,Chipchura,CAN,Westlock,C,1986-02-19,/api/v1/people/8471231,Kyle Chipchura,2
696,8473658,Victor,Bartley,CAN,Ottawa,D,1988-02-17,/api/v1/people/8473658,Victor Bartley,2
697,8471483,Kyle,Wilson,CAN,Oakville,C,1984-12-15,/api/v1/people/8471483,Kyle Wilson,30
698,8474092,Jeremy,Smith,USA,Dearborn,G,1989-04-13,/api/v1/people/8474092,Jeremy Smith,24
699,8468540,Dan,Ellis,CAN,Saskatoon,G,1980-06-19,/api/v1/people/8468540,Dan Ellis,2
700,8467844,Jason,Blake,USA,Moorhead,LW,1973-09-02,/api/v1/people/8467844,Jason Blake,2
701,8459587,Todd,Marchant,USA,Buffalo,C,1973-08-12,/api/v1/people/8459587,Todd Marchant,2
702,8468095,George,Parros,USA,Washington,RW,1979-12-29,/api/v1/people/8468095,George Parros,2
703,8474598,Nicolas,Deschamps,CAN,LaSalle,C,1990-01-06,/api/v1/people/8474598,Nicolas Deschamps,2
704,8474646,Brandon,McMillan,CAN,Richmond,LW,1990-03-22,/api/v1/people/8474646,Brandon McMillan,2
705,8467393,Jarkko,Ruutu,FIN,Helsinki,LW,1975-08-23,/api/v1/people/8467393,Jarkko Ruutu,2
706,8467304,Andy,Sutton,CAN,Kingston,D,1975-03-10,/api/v1/people/8467304,Andy Sutton,2
707,8468598,Lubomir,Visnovsky,SVK,Topolcany,D,1976-08-11,/api/v1/people/8468598,Lubomir Visnovsky,2
708,8475105,Dan,Sexton,USA,Apple Valley,RW,1987-04-29,/api/v1/people/8475105,Dan Sexton,2
709,8464984,Josh,Green,CAN,Camrose,C,1977-11-16,/api/v1/people/8464984,Josh Green,10
710,8474765,Anders,Lindback,SWE,Gävle,G,1988-05-03,/api/v1/people/8474765,Anders Lindback,2
711,8459596,Andrew,Brunette,CAN,Sudbury,LW,1973-08-24,/api/v1/people/8459596,Andrew Brunette,2
712,8471279,Sami,Lepisto,FIN,Espoo,D,1984-10-17,/api/v1/people/8471279,Sami Lepisto,2
713,8459461,Brendan,Morrison,CAN,Pitt Meadows,C,1975-08-15,/api/v1/people/8459461,Brendan Morrison,2
714,8474103,Joe,Lavin,USA,Worcester,D,1989-07-17,/api/v1/people/8474103,Joe Lavin,2
715,8474709,Matt,Martin,CAN,Windsor,LW,1989-05-08,/api/v1/people/8474709,Matt Martin,8
716,8467931,Matt,Carkner,CAN,Winchester,D,1980-11-03,/api/v1/people/8467931,Matt Carkner,2
717,8468101,Radek,Martinek,CZE,Havlickuv Brod,D,1976-08-31,/api/v1/people/8468101,Radek Martinek,2
718,8470144,Frans,Nielsen,DNK,Herning,C,1984-04-24,/api/v1/people/8470144,Frans Nielsen,10
719,8475314,Anders,Lee,USA,Edina,LW,1990-07-03,/api/v1/people/8475314,Anders Lee,8
720,8475754,Brock,Nelson,USA,Warroad,C,1991-10-15,/api/v1/people/8475754,Brock Nelson,10
721,8474666,David,Ullstrom,SWE,Jönköping,LW,1989-04-22,/api/v1/people/8474666,David Ullstrom,2
722,8475166,John,Tavares,CAN,Mississauga,C,1990-09-20,/api/v1/people/8475166,John Tavares,34
723,8473584,Andrew,MacDonald,CAN,Judique,D,1986-09-07,/api/v1/people/8473584,Andrew MacDonald,4
724,8476458,Ryan,Strome,CAN,Mississauga,C,1993-07-11,/api/v1/people/8476458,Ryan Strome,8
725,8473546,Michael,Grabner,AUT,Villach,RW,1987-10-05,/api/v1/people/8473546,Michael Grabner,6
726,8475177,Calvin,de Haan,CAN,Carp,D,1991-05-09,/api/v1/people/8475177,Calvin de Haan,2
727,8464967,Marty,Reasoner,USA,Honeoye Falls,C,1977-02-26,/api/v1/people/8464967,Marty Reasoner,2
728,8469779,Keith,Aucoin,USA,Waltham,C,1978-11-06,/api/v1/people/8469779,Keith Aucoin,2
729,8474604,Aaron,Ness,USA,Roseau,D,1990-05-18,/api/v1/people/8474604,Aaron Ness,2
730,8470644,Colin,McDonald,USA,Wethersfield,RW,1984-09-30,/api/v1/people/8470644,Colin McDonald,4
731,8473514,Jesse,Joensuu,FIN,Pori,LW,1987-10-05,/api/v1/people/8473514,Jesse Joensuu,2
732,8474573,Josh,Bailey,CAN,Bowmanville,RW,1989-10-02,/api/v1/people/8474573,Josh Bailey,12
733,8474690,Kevin,Poulin,CAN,Montreal,G,1990-04-12,/api/v1/people/8474690,Kevin Poulin,2
734,8473565,Brian,Strait,USA,Waltham,D,1988-01-04,/api/v1/people/8473565,Brian Strait,2
735,8474659,Matt,Donovan,USA,Edmond,D,1990-05-09,/api/v1/people/8474659,Matt Donovan,2
736,8473449,Kyle,Okposo,USA,St. Paul,RW,1988-04-16,/api/v1/people/8473449,Kyle Okposo,4
737,8471701,Joe,Finley,USA,Edina,D,1987-06-29,/api/v1/people/8471701,Joe Finley,2
738,8474612,Travis,Hamonic,CAN,St. Malo,D,1990-08-16,/api/v1/people/8474612,Travis Hamonic,2
